静息,正,中,负,
20250508,10:40:02,-16.2,,
20250508,10:40:02,-16.2,,
20250508,10:40:03,-16.3,,
20250508,10:40:03,-16.4,,
20250508,10:40:03,-16.6,,
20250508,10:40:04,-16.7,,
20250508,10:40:04,-16.6,,
20250508,10:40:04,-16.7,,
20250508,10:40:04,-16.8,,
20250508,10:40:05,-17,,
20250508,10:40:05,-17.1,,
20250508,10:40:05,-17.1,,
20250508,10:40:06,-17.2,,
20250508,10:40:06,-17.2,,
20250508,10:40:06,-17.2,,
20250508,10:40:06,-17.1,,
20250508,10:40:07,-17.1,,
20250508,10:40:07,-17.1,,
20250508,10:40:07,-17.2,,
20250508,10:40:07,-17.3,,
20250508,10:40:08,-17.3,,
20250508,10:40:08,-17.3,,
20250508,10:40:08,-17.3,,
20250508,10:40:09,-17.2,,
20250508,10:40:09,-17.2,,
20250508,10:40:09,-17.2,,
20250508,10:40:09,-17.2,,
20250508,10:40:10,-17.1,,
20250508,10:40:10,-17,,
20250508,10:40:10,-16.9,,
20250508,10:40:11,-16.8,,
20250508,10:40:11,-16.9,,
20250508,10:40:11,-16.9,,
20250508,10:40:11,-17,,
20250508,10:40:12,-17.1,,
20250508,10:40:12,-16.8,,
20250508,10:40:12,-16.8,,
20250508,10:40:12,-16.7,,
20250508,10:40:13,-16.9,,
20250508,10:40:13,-16.9,,
20250508,10:40:13,-17,,
20250508,10:40:14,-17,,
20250508,10:40:14,-17,,
20250508,10:40:14,-16.8,,
20250508,10:40:14,-16.8,,
20250508,10:40:15,-17.1,,
20250508,10:40:15,-17.5,,
20250508,10:40:15,-17.9,,
20250508,10:40:15,-18,,
20250508,10:40:16,-18.1,,
20250508,10:40:16,-18.1,,
20250508,10:40:16,-17.9,,
20250508,10:40:17,-17.9,,
20250508,10:40:17,-18.1,,
20250508,10:40:17,-18.2,,
20250508,10:40:17,-18.2,,
20250508,10:40:18,-18.2,,
20250508,10:40:18,-18.1,,
20250508,10:40:18,-18.3,,
20250508,10:40:19,-18.5,,
20250508,10:40:19,-18.3,,
20250508,10:40:19,-18.2,,
20250508,10:40:19,-17.9,,
20250508,10:40:20,-17.9,,
20250508,10:40:20,-17.9,,
20250508,10:40:20,-17.9,,
20250508,10:40:20,-18,,
20250508,10:40:21,-18.2,,
20250508,10:40:21,-18.4,,
20250508,10:40:21,-18.6,,
20250508,10:40:22,-18.7,,
20250508,10:40:22,-18.8,,
20250508,10:40:22,-18.9,,
20250508,10:40:22,-19,,
20250508,10:40:23,-19.2,,
20250508,10:40:23,-19.4,,
20250508,10:40:23,-19.5,,
20250508,10:40:24,-19.6,,
20250508,10:40:24,-19.7,,
20250508,10:40:24,-19.7,,
20250508,10:40:24,-19.6,,
20250508,10:40:25,-19.7,,
20250508,10:40:25,-20,,
20250508,10:40:25,-19.7,,
20250508,10:40:25,-19.7,,
20250508,10:40:26,-19.7,,
20250508,10:40:26,-19.8,,
20250508,10:40:26,-20.2,,
20250508,10:40:27,-20.7,,
20250508,10:40:27,-21.3,,
20250508,10:40:27,-22.1,,
20250508,10:40:27,-22.3,,
20250508,10:40:28,-22.2,,
20250508,10:40:28,-21.5,,
20250508,10:40:28,-20.3,,
20250508,10:40:29,-18.6,,
20250508,10:40:29,-16.8,,
20250508,10:40:29,-15,,
20250508,10:40:29,-13.1,,
20250508,10:40:30,-11.3,,
20250508,10:40:30,-9.4,,
20250508,10:40:30,-8.4,,
20250508,10:40:30,-7.9,,
20250508,10:40:31,-8.2,,
20250508,10:40:31,-9,,
20250508,10:40:31,-10.2,,
20250508,10:40:32,-11.5,,
20250508,10:40:32,-12.6,,
20250508,10:40:32,-12.8,,
20250508,10:40:32,-12.2,,
20250508,10:40:33,-11.4,,
20250508,10:40:33,-10.9,,
20250508,10:40:33,-10.7,,
20250508,10:40:33,-10.7,,
20250508,10:40:34,-10.9,,
20250508,10:40:34,-11.1,,
20250508,10:40:34,-11.5,,
20250508,10:40:35,-11.9,,
20250508,10:40:35,-12.3,,
20250508,10:40:35,-12.8,,
20250508,10:40:35,-13.4,,
20250508,10:40:36,-13.7,,
20250508,10:40:36,-14,,
20250508,10:40:36,-14.1,,
20250508,10:40:37,-14.3,,
20250508,10:40:37,-14.5,,
20250508,10:40:37,-14.6,,
20250508,10:40:37,-14.9,,
20250508,10:40:38,-15.4,,
20250508,10:40:38,-15.4,,
20250508,10:40:38,-15.5,,
20250508,10:40:38,-15.8,,
20250508,10:40:39,-16.2,,
20250508,10:40:39,-16.3,,
20250508,10:40:39,-16.5,,
20250508,10:40:40,-16.7,,
20250508,10:40:40,-17,,
20250508,10:40:40,-17.1,,
20250508,10:40:40,-17.1,,
20250508,10:40:41,-17.1,,
20250508,10:40:41,-17.1,,
20250508,10:40:41,-17.3,,
20250508,10:40:42,-17.4,,
20250508,10:40:42,-17.2,,
20250508,10:40:42,-17.1,,
20250508,10:40:42,-16.9,,
20250508,10:40:43,-16.7,,
20250508,10:40:43,-16.6,,
20250508,10:40:43,-16.5,,
20250508,10:40:43,-16.5,,
20250508,10:40:44,-16.4,,
20250508,10:40:44,-16.4,,
20250508,10:40:44,-16.4,,
20250508,10:40:45,-16.2,,
20250508,10:40:45,-16.2,,
20250508,10:40:45,-16.3,,
20250508,10:40:45,-16.4,,
20250508,10:40:46,-16.6,,
20250508,10:40:46,-16.9,,
20250508,10:40:46,-17.1,,
20250508,10:40:46,-17.3,,
20250508,10:40:47,-17.2,,
20250508,10:40:47,-17,,
20250508,10:40:47,-16.6,,
20250508,10:40:48,-16.4,,
20250508,10:40:48,-16.2,,
20250508,10:40:48,-16.2,,
20250508,10:40:48,-16.2,,
20250508,10:40:49,-16.2,,
20250508,10:40:49,-16.1,,
20250508,10:40:49,-16,,
20250508,10:40:50,-15.8,,
20250508,10:40:50,-15.7,,
20250508,10:40:50,-15.6,,
20250508,10:40:50,-15.6,,
20250508,10:40:51,-15.7,,
20250508,10:40:51,-15.8,,
20250508,10:40:51,-16,,
20250508,10:40:51,-16.1,,
20250508,10:40:52,-16.2,,
20250508,10:40:52,-16.3,,
20250508,10:40:52,-16.5,,
20250508,10:40:53,-16.7,,
20250508,10:40:53,-16.7,,
20250508,10:40:53,-16.8,,
20250508,10:40:53,-16.8,,
20250508,10:40:54,-17,,
20250508,10:40:54,-17.1,,
20250508,10:40:54,-17.1,,
20250508,10:40:55,-17.1,,
20250508,10:40:55,-17.2,,
20250508,10:40:55,-17.2,,
20250508,10:40:55,-17.3,,
20250508,10:40:56,-17.4,,
20250508,10:40:56,-17.4,,
20250508,10:40:56,-17.6,,
20250508,10:40:56,-17.8,,
20250508,10:40:57,-17.9,,
20250508,10:40:57,-18.2,,
20250508,10:40:57,-18.3,,
20250508,10:40:58,-18.5,,
20250508,10:40:58,-18.5,,
20250508,10:40:58,-18.6,,
20250508,10:40:58,-18.5,,
20250508,10:40:59,-18.4,,
20250508,10:40:59,-18.2,,
20250508,10:40:59,-18,,
20250508,10:41:00,-18,,
20250508,10:41:00,-18,,
20250508,10:41:00,-18,,
20250508,10:41:00,-18.1,,
20250508,10:41:01,-18.2,,
20250508,10:41:01,-18.2,,
20250508,10:41:01,-18.2,,
20250508,10:41:01,-18.2,,
20250508,10:41:02,-18.2,,
20250508,10:41:02,-18.2,,
20250508,10:41:02,-18.2,,
20250508,10:41:03,-18.2,,
20250508,10:41:03,-18.2,,
20250508,10:41:03,-18.4,,
20250508,10:41:03,-18.5,,
20250508,10:41:04,-18.7,,
20250508,10:41:04,-18.7,,
20250508,10:41:04,-18.8,,
20250508,10:41:04,-18.7,,
20250508,10:41:05,-18.6,,
20250508,10:41:05,-18.4,,
20250508,10:41:05,-18.3,,
20250508,10:41:06,-18.2,,
20250508,10:41:06,-18.2,,
20250508,10:41:06,-18.2,,
20250508,10:41:06,-18.1,,
20250508,10:41:07,-18.2,,
20250508,10:41:07,-18.2,,
20250508,10:41:07,-18.3,,
20250508,10:41:08,-18.5,,
20250508,10:41:08,-18.8,,
20250508,10:41:08,-19.2,,
20250508,10:41:08,-19.4,,
20250508,10:41:09,-19.3,,
20250508,10:41:09,-19,,
20250508,10:41:09,-18.8,,
20250508,10:41:09,-18.7,,
20250508,10:41:10,-18.6,,
20250508,10:41:10,-18.6,,
20250508,10:41:10,-18.6,,
20250508,10:41:11,-18.7,,
20250508,10:41:11,-18.8,,
20250508,10:41:11,-18.8,,
20250508,10:41:11,-18.8,,
20250508,10:41:12,-19,,
20250508,10:41:12,-19.3,,
20250508,10:41:12,-19.7,,
20250508,10:41:13,-20,,
20250508,10:41:13,-20.2,,
20250508,10:41:13,-20.3,,
20250508,10:41:13,-20.3,,
20250508,10:41:14,-20.2,,
20250508,10:41:14,-20.2,,
20250508,10:41:14,-20.1,,
20250508,10:41:14,-20.1,,
20250508,10:41:15,-20,,
20250508,10:41:15,-20.1,,
20250508,10:41:15,-20.3,,
20250508,10:41:16,-20.3,,
20250508,10:41:16,-20.4,,
20250508,10:41:16,-20.3,,
20250508,10:41:16,-20.3,,
20250508,10:41:17,-20.3,,
20250508,10:41:17,-20.2,,
20250508,10:41:17,-20.2,,
20250508,10:41:17,-20.2,,
20250508,10:41:18,-20.1,,
20250508,10:41:18,-20,,
20250508,10:41:18,-20.1,,
20250508,10:41:19,-20.2,,
20250508,10:41:19,-20.1,,
20250508,10:41:19,-20.2,,
20250508,10:41:19,-20.2,,
20250508,10:41:20,-20.1,,
20250508,10:41:20,-20.1,,
20250508,10:41:20,-20,,
20250508,10:41:21,-20,,
20250508,10:41:21,-19.9,,
20250508,10:41:21,-19.8,,
20250508,10:41:21,-19.8,,
20250508,10:41:22,-19.8,,
20250508,10:41:22,-19.7,,
20250508,10:41:22,-19.7,,
20250508,10:41:22,-19.7,,
20250508,10:41:23,-19.7,,
20250508,10:41:23,-19.7,,
20250508,10:41:23,-19.6,,
20250508,10:41:24,-19.5,,
20250508,10:41:24,-19.4,,
20250508,10:41:24,-19.3,,
20250508,10:41:24,-19.3,,
20250508,10:41:25,-19.2,,
20250508,10:41:25,-19.1,,
20250508,10:41:25,-19,,
20250508,10:41:26,-19,,
20250508,10:41:26,-19.1,,
20250508,10:41:26,-19,,
20250508,10:41:26,-18.9,,
20250508,10:41:27,-18.8,,
20250508,10:41:27,-18.8,,
20250508,10:41:27,-18.8,,
20250508,10:41:27,-18.9,,
20250508,10:41:28,-18.9,,
20250508,10:41:28,-19.1,,
20250508,10:41:28,-19.1,,
20250508,10:41:29,-19.2,,
20250508,10:41:29,-19.1,,
20250508,10:41:29,-19.1,,
20250508,10:41:29,-19.4,,
20250508,10:41:30,-20,,
20250508,10:41:30,-20.8,,
20250508,10:41:30,-21.2,,
20250508,10:41:31,-21,,
20250508,10:41:31,-20.5,,
20250508,10:41:31,-19.4,,
20250508,10:41:31,-17.3,,
20250508,10:41:32,-14.9,,
20250508,10:41:32,-12.1,,
20250508,10:41:32,-10.1,,
20250508,10:41:32,-8.2,,
20250508,10:41:33,-6.6,,
20250508,10:41:33,-5.1,,
20250508,10:41:33,-4.3,,
20250508,10:41:34,-3.5,,
20250508,10:41:34,-2.4,,
20250508,10:41:34,-0.9,,
20250508,10:41:34,0.1,,
20250508,10:41:35,0.6,,
20250508,10:41:35,0.6,,
20250508,10:41:35,0.2,,
20250508,10:41:35,-0.7,,
20250508,10:41:36,-1.8,,
20250508,10:41:36,-3.2,,
20250508,10:41:36,-4.6,,
20250508,10:41:37,-6.1,,
20250508,10:41:37,-7.5,,
20250508,10:41:37,-8.6,,
20250508,10:41:37,-9.4,,
20250508,10:41:38,-10.1,,
20250508,10:41:38,-10.7,,
20250508,10:41:38,-11,,
20250508,10:41:39,-11.5,,
20250508,10:41:39,-12,,
20250508,10:41:39,-12.3,,
20250508,10:41:39,-12.7,,
20250508,10:41:40,-13,,
20250508,10:41:40,-13.4,,
20250508,10:41:40,-13.7,,
20250508,10:41:40,-14.1,,
20250508,10:41:41,-14.5,,
20250508,10:41:41,-14.7,,
20250508,10:41:41,-15,,
20250508,10:41:42,-15.1,,
20250508,10:41:42,-15.3,,
20250508,10:41:42,-15.3,,
20250508,10:41:42,-15.4,,
20250508,10:41:43,-15.6,,
20250508,10:41:43,-15.8,,
20250508,10:41:43,-15.9,,
20250508,10:41:43,-16,,
20250508,10:41:44,-16,,
20250508,10:41:44,-15.9,,
20250508,10:41:44,-15.9,,
20250508,10:41:45,-15.8,,
20250508,10:41:45,-15.8,,
20250508,10:41:45,-15.8,,
20250508,10:41:45,-15.7,,
20250508,10:41:46,-15.7,,
20250508,10:41:46,-15.7,,
20250508,10:41:46,-15.7,,
20250508,10:41:47,-15.5,,
20250508,10:41:47,-15.5,,
20250508,10:41:47,-15.4,,
20250508,10:41:47,-15.4,,
20250508,10:41:48,-15.3,,
20250508,10:41:48,-15.1,,
20250508,10:41:48,-15.1,,
20250508,10:41:48,-15.1,,
20250508,10:41:49,-15.4,,
20250508,10:41:49,-15.5,,
20250508,10:41:49,-15.5,,
20250508,10:41:50,-15.7,,
20250508,10:41:50,-15.6,,
20250508,10:41:50,-15.4,,
20250508,10:41:50,-15.3,,
20250508,10:41:51,-15.1,,
20250508,10:41:51,-14.9,,
20250508,10:41:51,-14.8,,
20250508,10:41:52,-14.6,,
20250508,10:41:52,-14.6,,
20250508,10:41:52,-14.6,,
20250508,10:41:52,-14.5,,
20250508,10:41:53,-14.4,,
20250508,10:41:53,-14.4,,
20250508,10:41:53,-14.3,,
20250508,10:41:53,-14.3,,
20250508,10:41:54,-14.2,,
20250508,10:41:54,-14.3,,
20250508,10:41:54,-14.3,,
20250508,10:41:55,-14.3,,
20250508,10:41:55,-14.4,,
20250508,10:41:55,-14.6,,
20250508,10:41:55,-15,,
20250508,10:41:56,-15.1,,
20250508,10:41:56,-15.3,,
20250508,10:41:56,-15.1,,
20250508,10:41:57,-15.1,,
20250508,10:41:57,-15.1,,
20250508,10:41:57,-14.9,,
20250508,10:41:57,-14.8,,
20250508,10:41:58,-14.6,,
20250508,10:41:58,-14.5,,
20250508,10:41:58,-14.2,,
20250508,10:41:58,-14.1,,
20250508,10:41:59,-14,,
20250508,10:41:59,-13.9,,
20250508,10:41:59,-13.9,,
20250508,10:42:00,-14.1,,
20250508,10:42:00,-14.2,,
20250508,10:42:00,-14.5,,
20250508,10:42:00,-14.5,,
20250508,10:42:01,-14.7,,
20250508,10:42:01,-14.8,,
20250508,10:42:01,-14.9,,
20250508,10:42:01,-15.1,,
20250508,10:42:02,-15.5,,
20250508,10:42:02,-15.8,,
20250508,10:42:02,-16,,
20250508,10:42:03,-16.1,,
20250508,10:42:03,-16.1,,
20250508,10:42:03,-16.2,,
20250508,10:42:03,-16.3,,
20250508,10:42:04,-16.6,,
20250508,10:42:04,-16.9,,
20250508,10:42:04,-17.3,,
20250508,10:42:05,-17.6,,
20250508,10:42:05,-17.9,,
20250508,10:42:05,-18.7,,
20250508,10:42:05,-19.2,,
20250508,10:42:06,-19.1,,
20250508,10:42:06,-18,,
20250508,10:42:06,-15.9,,
20250508,10:42:06,-13.6,,
20250508,10:42:07,-11.7,,
20250508,10:42:07,-10.6,,
20250508,10:42:07,-10.3,,
20250508,10:42:08,-10.6,,
20250508,10:42:08,-11.2,,
20250508,10:42:08,-12.2,,
20250508,10:42:08,-13.4,,
20250508,10:42:09,-14.5,,
20250508,10:42:09,-14.9,,
20250508,10:42:09,-14.9,,
20250508,10:42:10,-14.7,,
20250508,10:42:10,-14.7,,
20250508,10:42:10,-14.9,,
20250508,10:42:10,-15.3,,
20250508,10:42:11,-15.4,,
20250508,10:42:11,-15.3,,
20250508,10:42:11,-14.9,,
20250508,10:42:11,-14.4,,
20250508,10:42:12,-14.2,,
20250508,10:42:12,-14.1,,
20250508,10:42:12,-14.3,,
20250508,10:42:13,-14.6,,
20250508,10:42:13,-15.1,,
20250508,10:42:13,-15.6,,
20250508,10:42:13,-16.3,,
20250508,10:42:14,-16.8,,
20250508,10:42:14,-17.2,,
20250508,10:42:14,-17.5,,
20250508,10:42:15,-17.8,,
20250508,10:42:15,-18.1,,
20250508,10:42:15,-18.4,,
20250508,10:42:15,-18.7,,
20250508,10:42:16,-19,,
20250508,10:42:16,-18.8,,
20250508,10:42:16,-17.8,,
20250508,10:42:16,-16.2,,
20250508,10:42:17,-14.5,,
20250508,10:42:17,-13.5,,
20250508,10:42:17,-12.9,,
20250508,10:42:18,-12.7,,
20250508,10:42:18,-12.8,,
20250508,10:42:18,-13.1,,
20250508,10:42:18,-13.6,,
20250508,10:42:19,-14.1,,
20250508,10:42:19,-14.5,,
20250508,10:42:19,-14.9,,
20250508,10:42:19,-15.2,,
20250508,10:42:20,-15.5,,
20250508,10:42:20,-15.6,,
20250508,10:42:20,-15.9,,
20250508,10:42:21,-16.1,,
20250508,10:42:21,-16.2,,
20250508,10:42:21,-16.6,,
20250508,10:42:21,-16.9,,
20250508,10:42:22,-17.1,,
20250508,10:42:22,-17.3,,
20250508,10:42:22,-17.4,,
20250508,10:42:23,-17.5,,
20250508,10:42:23,-17.5,,
20250508,10:42:23,-17.5,,
20250508,10:42:23,-17.4,,
20250508,10:42:24,-17.4,,
20250508,10:42:24,-17.2,,
20250508,10:42:24,-17.3,,
20250508,10:42:24,-17.3,,
20250508,10:42:25,-17.2,,
20250508,10:42:25,-17.2,,
20250508,10:42:25,-17.4,,
20250508,10:42:26,-17.4,,
20250508,10:42:26,-17.4,,
20250508,10:42:26,-17.4,,
20250508,10:42:26,-17.2,,
20250508,10:42:27,-17.2,,
20250508,10:42:27,-17.1,,
20250508,10:42:27,-17,,
20250508,10:42:28,-17,,
20250508,10:42:28,-16.9,,
20250508,10:42:28,-16.9,,
20250508,10:42:28,-16.8,,
20250508,10:42:29,-16.8,,
20250508,10:42:29,-16.9,,
20250508,10:42:29,-16.8,,
20250508,10:42:29,-16.6,,
20250508,10:42:30,-16.5,,
20250508,10:42:30,-16.4,,
20250508,10:42:30,-16.2,,
20250508,10:42:31,-16.1,,
20250508,10:42:31,-15.9,,
20250508,10:42:31,-15.8,,
20250508,10:42:31,-15.6,,
20250508,10:42:32,-15.5,,
20250508,10:42:32,-15.6,,
20250508,10:42:32,-15.6,,
20250508,10:42:33,-15.6,,
20250508,10:42:33,-15.5,,
20250508,10:42:33,-15.4,,
20250508,10:42:33,-15.4,,
20250508,10:42:34,-15.3,,
20250508,10:42:34,-15.1,,
20250508,10:42:34,-15,,
20250508,10:42:34,-14.8,,
20250508,10:42:35,-14.8,,
20250508,10:42:35,-14.9,,
20250508,10:42:35,-15,,
20250508,10:42:36,-14.9,,
20250508,10:42:36,-14.9,,
20250508,10:42:36,-14.9,,
20250508,10:42:36,-14.9,,
20250508,10:42:37,-14.9,,
20250508,10:42:37,-14.8,,
20250508,10:42:37,-14.8,,
20250508,10:42:37,-14.7,,
20250508,10:42:38,-14.6,,
20250508,10:42:38,-14.6,,
20250508,10:42:38,-14.6,,
20250508,10:42:39,-14.7,,
20250508,10:42:39,-14.7,,
20250508,10:42:39,-14.7,,
20250508,10:42:39,-14.7,,
20250508,10:42:40,-14.7,,
20250508,10:42:40,-14.6,,
20250508,10:42:40,-15,,
20250508,10:42:41,-15.8,,
20250508,10:42:41,-16.5,,
20250508,10:42:41,-16.9,,
20250508,10:42:41,-16.6,,
20250508,10:42:42,-16.2,,
20250508,10:42:42,-15.5,,
20250508,10:42:42,-15.2,,
20250508,10:42:42,-15.2,,
20250508,10:42:43,-15.4,,
20250508,10:42:43,-15.5,,
20250508,10:42:43,-15.7,,
20250508,10:42:44,-16,,
20250508,10:42:44,-16.2,,
20250508,10:42:44,-16.3,,
20250508,10:42:44,-16.4,,
20250508,10:42:45,-16.7,,
20250508,10:42:45,-17,,
20250508,10:42:45,-17.1,,
20250508,10:42:46,-17.2,,
20250508,10:42:46,-17.4,,
20250508,10:42:46,-17.7,,
20250508,10:42:46,-17.8,,
20250508,10:42:47,-17.9,,
20250508,10:42:47,-17.9,,
20250508,10:42:47,-18,,
20250508,10:42:47,-17.9,,
20250508,10:42:48,-18,,
20250508,10:42:48,-18.2,,
20250508,10:42:48,-18.1,,
20250508,10:42:49,-18.2,,
20250508,10:42:49,-18.5,,
20250508,10:42:49,-19.2,,
20250508,10:42:49,-20,,
20250508,10:42:50,-20.1,,
20250508,10:42:50,-19.6,,
20250508,10:42:50,-18.7,,
20250508,10:42:51,-17.6,,
20250508,10:42:51,-16.7,,
20250508,10:42:51,-16.2,,
20250508,10:42:51,-16,,
20250508,10:42:52,-16.1,,
20250508,10:42:52,-16.3,,
20250508,10:42:52,-16.7,,
20250508,10:42:52,-17.1,,
20250508,10:42:53,-17.5,,
20250508,10:42:53,-17.8,,
20250508,10:42:53,-17.9,,
20250508,10:42:54,-18.2,,
20250508,10:42:54,-18.5,,
20250508,10:42:54,-18.8,,
20250508,10:42:54,-18.9,,
20250508,10:42:55,-19.2,,
20250508,10:42:55,-19.5,,
20250508,10:42:55,-19.4,,
20250508,10:42:55,-19.4,,
20250508,10:42:56,-19.5,,
20250508,10:42:56,-19.4,,
20250508,10:42:56,-19.5,,
20250508,10:42:57,-19.4,,
20250508,10:42:57,-19.5,,
20250508,10:42:57,-19.4,,
20250508,10:42:57,-19.5,,
20250508,10:42:58,-19.7,,
20250508,10:42:58,-19.7,,
20250508,10:42:58,-19.7,,
20250508,10:42:59,-19.9,,
20250508,10:42:59,-20,,
20250508,10:42:59,-20,,
20250508,10:42:59,-20.1,,
20250508,10:43:00,-20.1,,
20250508,10:43:00,-20,,
20250508,10:43:00,-20,,
20250508,10:43:00,-19.9,,
20250508,10:43:01,-20,,
20250508,10:43:01,-20,,
20250508,10:43:01,-20.2,,
20250508,10:43:02,-20.4,,
20250508,10:43:02,-20.4,,
20250508,10:43:02,-20.5,,
20250508,10:43:02,-20.3,,
20250508,10:43:03,-20.2,,
20250508,10:43:03,-20,,
20250508,10:43:03,-19.9,,
20250508,10:43:04,-19.8,,
20250508,10:43:04,-19.8,,
20250508,10:43:04,-19.7,,
20250508,10:43:04,-19.7,,
20250508,10:43:05,-19.7,,
20250508,10:43:05,-19.7,,
20250508,10:43:05,-19.6,,
20250508,10:43:05,-19.6,,
20250508,10:43:06,-19.4,,
20250508,10:43:06,-19.5,,
20250508,10:43:06,-19.4,,
20250508,10:43:07,-19.4,,
20250508,10:43:07,-19.5,,
20250508,10:43:07,-19.6,,
20250508,10:43:07,-19.6,,
20250508,10:43:08,-19.7,,
20250508,10:43:08,-20,,
20250508,10:43:08,-20.6,,
20250508,10:43:08,-21,,
20250508,10:43:09,-21,,
20250508,10:43:09,-20.7,,
20250508,10:43:09,-20.4,,
20250508,10:43:10,-20.2,,
20250508,10:43:10,-19.9,,
20250508,10:43:10,-19.9,,
20250508,10:43:10,-19.9,,
20250508,10:43:11,-20,,
20250508,10:43:11,-20,,
20250508,10:43:11,-20.2,,
20250508,10:43:12,-20.2,,
20250508,10:43:12,-20.2,,
20250508,10:43:12,-20.3,,
20250508,10:43:12,-20.4,,
20250508,10:43:13,-20.4,,
20250508,10:43:13,-20.4,,
20250508,10:43:13,-20.4,,
20250508,10:43:13,-20.4,,
20250508,10:43:14,-20.4,,
20250508,10:43:14,-20.4,,
20250508,10:43:14,-20.5,,
20250508,10:43:15,-20.6,,
20250508,10:43:15,-20.8,,
20250508,10:43:15,-21,,
20250508,10:43:15,-21,,
20250508,10:43:16,-20.7,,
20250508,10:43:16,-20.5,,
20250508,10:43:16,-20.3,,
20250508,10:43:17,-20.1,,
20250508,10:43:17,-20,,
20250508,10:43:17,-20,,
20250508,10:43:17,-20,,
20250508,10:43:18,-20,,
20250508,10:43:18,-20.1,,
20250508,10:43:18,-20.1,,
20250508,10:43:18,-20.2,,
20250508,10:43:19,-20.3,,
20250508,10:43:19,-20.3,,
20250508,10:43:19,-20.4,,
20250508,10:43:20,-20.5,,
20250508,10:43:20,-20.6,,
20250508,10:43:20,-20.6,,
20250508,10:43:20,-20.5,,
20250508,10:43:21,-20.7,,
20250508,10:43:21,-20.7,,
20250508,10:43:21,-20.7,,
20250508,10:43:22,-20.6,,
20250508,10:43:22,-20.6,,
20250508,10:43:22,-20.6,,
20250508,10:43:22,-20.6,,
20250508,10:43:23,-20.6,,
20250508,10:43:23,-20.6,,
20250508,10:43:23,-20.6,,
20250508,10:43:23,-20.7,,
20250508,10:43:24,-20.7,,
20250508,10:43:24,-20.9,,
20250508,10:43:24,-20.9,,
20250508,10:43:25,-20.9,,
20250508,10:43:25,-20.9,,
20250508,10:43:25,-20.8,,
20250508,10:43:25,-20.7,,
20250508,10:43:26,-20.7,,
20250508,10:43:26,-20.8,,
20250508,10:43:26,-20.8,,
20250508,10:43:26,-20.8,,
20250508,10:43:27,-20.7,,
20250508,10:43:27,-20.6,,
20250508,10:43:27,-20.6,,
20250508,10:43:28,-20.6,,
20250508,10:43:28,-20.7,,
20250508,10:43:28,-20.7,,
20250508,10:43:28,-20.8,,
20250508,10:43:29,-20.8,,
20250508,10:43:29,-20.7,,
20250508,10:43:29,-20.7,,
20250508,10:43:30,-20.7,,
20250508,10:43:30,-20.6,,
20250508,10:43:30,-20.6,,
20250508,10:43:30,-20.6,,
20250508,10:43:31,-20.6,,
20250508,10:43:31,-20.5,,
20250508,10:43:31,-20.6,,
20250508,10:43:31,-20.6,,
20250508,10:43:32,-20.6,,
20250508,10:43:32,-20.5,,
20250508,10:43:32,-20.5,,
20250508,10:43:33,-20.5,,
20250508,10:43:33,-20.4,,
20250508,10:43:33,-20.3,,
20250508,10:43:33,-20.1,,
20250508,10:43:34,-20.1,,
20250508,10:43:34,-20,,
20250508,10:43:34,-19.9,,
20250508,10:43:35,-19.8,,
20250508,10:43:35,-19.8,,
20250508,10:43:35,-19.7,,
20250508,10:43:35,-19.7,,
20250508,10:43:36,-19.7,,
20250508,10:43:36,-19.7,,
20250508,10:43:36,-19.6,,
20250508,10:43:36,-19.2,,
20250508,10:43:37,-18.8,,
20250508,10:43:37,-18.4,,
20250508,10:43:37,-18,,
20250508,10:43:38,-17.9,,
20250508,10:43:38,-17.8,,
20250508,10:43:38,-17.6,,
20250508,10:43:38,-17.6,,
20250508,10:43:39,-17.6,,
20250508,10:43:39,-17.7,,
20250508,10:43:39,-17.8,,
20250508,10:43:40,-17.9,,
20250508,10:43:40,-18.1,,
20250508,10:43:40,-18.3,,
20250508,10:43:40,-18.5,,
20250508,10:43:41,-18.7,,
20250508,10:43:41,-18.8,,
20250508,10:43:41,-18.9,,
20250508,10:43:41,-19.1,,
20250508,10:43:42,-19.1,,
20250508,10:43:42,-19.2,,
20250508,10:43:42,-19.3,,
20250508,10:43:43,-19.3,,
20250508,10:43:43,-19.3,,
20250508,10:43:43,-19.5,,
20250508,10:43:43,-19.7,,
20250508,10:43:44,-19.7,,
20250508,10:43:44,-19.8,,
20250508,10:43:44,-19.9,,
20250508,10:43:44,-19.9,,
20250508,10:43:45,-19.9,,
20250508,10:43:45,-19.9,,
20250508,10:43:45,-19.8,,
20250508,10:43:46,-20.4,,
20250508,10:43:46,-21.3,,
20250508,10:43:46,-22.3,,
20250508,10:43:46,-23.1,,
20250508,10:43:47,-23.5,,
20250508,10:43:47,-22.9,,
20250508,10:43:47,-21.1,,
20250508,10:43:48,-18.7,,
20250508,10:43:48,-16.2,,
20250508,10:43:48,-14,,
20250508,10:43:48,-11.7,,
20250508,10:43:49,-9.9,,
20250508,10:43:49,-8.2,,
20250508,10:43:49,-7.7,,
20250508,10:43:49,-7.8,,
20250508,10:43:50,-8.6,,
20250508,10:43:50,-9.6,,
20250508,10:43:50,-10.7,,
20250508,10:43:51,-11.9,,
20250508,10:43:51,-13,,
20250508,10:43:51,-14.3,,
20250508,10:43:51,-15.4,,
20250508,10:43:52,-16.4,,
20250508,10:43:52,-17.3,,
20250508,10:43:52,-18.1,,
