Subject_ID,Stage,max,min,median,mean,var,rms,diff1_mean,diff2_mean,diff1_std,diff2_std,freq0,freq1,freq2,freq3,freq4,freq5,freq6,freq7
20250408-00999099,Rest,15.6,-17.9,-8.782016517716402,-7.823817194758022,65.58668301082932,11.260497258461573,-0.07162838771433254,-0.0006825739642387889,0.4370792209283517,0.12155896322387845,3074.477775404875,277.04907111894676,32.18447374990928,5.984278531713808,1.0157748069234094,0.813604209556756,0.44547589340782323,0.14280736171751982
20250408-00999099,Positive,-18.3,-29.9,-26.582590664869986,-26.017394212835125,5.074023952497572,26.114724306003385,-0.029400140490828473,0.0008982872142687757,0.37860733254769174,0.1737594640032559,251.2310993823558,38.27284216027434,7.5150408979420105,6.037570199803422,2.3811500762984155,1.543129263610174,0.4022830133252339,0.6151200601360752
20250408-00999099,Neutral,-22.5,-32.5,-27.733825440292545,-27.465328401466063,2.37486446276315,27.508528289662124,0.0003573165850284577,0.0006210554531486121,0.30938205066761304,0.1570073958063767,193.45662770417144,67.55193135000962,153.59749267892767,19.332810327197652,5.228070186816664,2.4359383913188637,1.8414964984893925,0.9161814437981022
20250408-00999099,Negative,26.4,-15.4,14.369907649498511,11.024990936678021,123.08241032377587,15.64074280453484,0.03288594084879523,-7.835043478460728e-05,0.4823916193282752,0.2775591029411236,13832.506740124009,274.6035594918444,222.960495411577,29.763074305853774,24.69008082069288,11.375714674542818,7.985930649210689,3.215678016704122
20250408-01105283,Rest,22.2,14.4,18.23086844640425,17.949255599051856,5.261272911103853,18.09522173036844,-0.011362140665602287,-6.104298605436043e-07,0.07946296130327253,0.05280547801584339,151.2078683337944,7.0538048374267355,0.4119022885421815,0.18527318589636346,0.16558590084552546,0.14286814829410352,0.09846791757706552,0.08390033420541954
20250408-01105283,Positive,19.0,14.2,16.606528672103497,16.689998351423196,1.2578244908781726,16.727637892463694,0.007666624098725653,-5.770563908503278e-05,0.07928576009972228,0.042848278723464285,79.940355711295,7.86730052679752,1.6375900518767812,0.21726638261058684,0.15689444182821277,0.16481653148755765,0.04558548225013844,0.11283500640826202
20250408-01105283,Neutral,20.0,-11.1,14.650781833058083,8.493328836195884,123.22835832054099,13.977302781305752,-0.03419213166199448,0.0002166043310174903,0.3619606694456431,0.1556144118358561,15794.508447982309,329.59646977980645,42.654091768059544,16.7597169745449,13.922329736743706,4.63515559758807,1.4388193904140898,0.64924172927908
20250408-01105283,Negative,5.2,-10.7,-4.9475123202111595,-3.845749954321146,15.856728889653672,5.535930057435225,-0.002368555747675771,-5.57329296798379e-05,0.23760511287317232,0.14637813172353778,2151.788784983764,26.964189584968718,12.386030569858514,4.951034256068786,6.838775612510585,3.828588377820221,3.153604945623191,2.3897535484949404
20250408-03118448,Rest,3.6,-14.4,-1.5732191090883736,-2.82501924761969,23.30395196469893,5.593271467944376,0.04222986004908477,0.0001663119935735396,0.21167461138009414,0.09859648658652402,1087.3763417730868,115.17844386597534,9.611781268254113,3.495490644313061,2.957359373659893,0.5507253118830597,1.0526244810127294,0.2954632675496076
20250408-03118448,Positive,4.0,-14.9,-6.740665681910917,-5.162655272268871,26.827817835011007,7.313058682609936,-0.003061787815058607,0.0002843582863352702,0.41964641480290166,0.18699706396229737,1817.0318658968658,132.87000831431945,49.823097874417414,40.85186159300301,9.886424311306158,4.205402886114911,3.4833719861362598,0.6561628749807494
20250408-03118448,Neutral,3.7,-13.1,-2.827018450722899,-3.648619821458579,21.911127112107128,5.93494344654164,-0.008083016615885891,3.532907768494274e-05,0.2264558430652626,0.11038153394081965,4700.388470739175,16.036089696881643,4.096746340696147,4.893108339028399,0.24620871091867508,1.1353983414659912,1.6810047094622866,0.503875999544199
20250408-03118448,Negative,6.8,-8.6,-1.1677614704519097,-1.138124245275741,9.538478054678125,3.291474571125015,0.007181933485012886,0.00010493365521207616,0.3665694051929638,0.20778217053710196,1065.730205266159,72.27339984079381,38.85933129068588,16.182392270316228,6.703319449764613,5.6329052243391615,2.229705680146809,1.031538051522988
